331		2014-04-15 00:00:00	丁烷	宏源发燃气	24.0	23.52	0.0	1	
332		2014-04-15 00:00:00	丙烷	宏源发燃气	4.0	5.12	0.0	1	
333		2014-04-15 00:00:00	丙烷	华锦化学	23.5	23.64	0.0	1	
334		2014-04-15 00:00:00	丙烷	华锦化学	24.0	24.14	0.0	1	
335		2014-04-15 00:00:00	丁烷	雄县东宏	27.5	28.9	0.0	1	
336		2014-04-16 00:00:00	轻油	精细化工	200.0	215.58	1711.9475	10	
337		2014-04-16 00:00:00	轻油	精细化工	200.0	197.0	1564.4005	9	
338		2014-04-16 00:00:00	丁烷	宏源发燃气	26.0	26.64	0.0	1	
339		2014-04-16 00:00:00	丁烷	宏源发燃气	24.0	24.8	0.0	1	
340		2014-04-16 00:00:00	丙烷	华锦化学	23.5	23.8	0.0	1	
341		2014-04-16 00:00:00	丙烷	华锦化学	24.0	24.14	0.0	1	
342		2014-04-16 00:00:00	丙烷	华锦化学	24.0	23.86	0.0	1	
343		2014-04-16 00:00:00	丙烷	沈阳双燃	22.0	22.24	0.0	1	
344		2014-04-16 00:00:00	丙烷	塔山石化	23.0	22.82	0.0	1	
345	JZ140437	2014-04-17 00:00:00	轻油	精细化工	200.0	237.36	1887.2931	11	
346	JZ140438	2014-04-17 00:00:00	轻油	精细化工	200.0	160.08	1272.8285	8	
347	2937	2014-04-17 00:00:00	丁烷	宏源发燃气	24.0	28.52	0.0	1	
348	2932	2014-04-17 00:00:00	丙烷	葫芦岛液	18.0	18.04	0.0	1	
349	2934	2014-04-17 00:00:00	丙烷	华锦化学	23.5	23.92	0.0	1	
350	2935	2014-04-17 00:00:00	丙烷	华锦化学	24.0	23.96	0.0	1	
351	2933	2014-04-17 00:00:00	丙烷	华锦化学	24.0	24.04	0.0	1	
352	2936	2014-04-17 00:00:00	丁烷	雄县东宏	27.5	29.28	0.0	1	
353	JZ140439	2014-04-18 00:00:00	轻油	精细化工	200.0	237.68	1889.8089	11	
354	JZ140440	2014-04-18 00:00:00	轻油	精细化工	200.0	178.28	1417.5453	8	
355	2938	2014-04-18 00:00:00	丙烷	华锦化学	24.0	23.72	0.0	1	
356	2940	2014-04-18 00:00:00	丙烷	华锦化学	24.0	23.98	0.0	1	
357	2939	2014-04-18 00:00:00	丙烷	华锦化学	23.5	24.08	0.0	1	
358	2942	2014-04-18 00:00:00	丁烷	雄县东宏	27.5	29.48	0.0	1	
359	2941	2014-04-18 00:00:00	丁烷	盐山县金燕	23.5	27.5	0.0	1	
360	JZ140441	2014-04-19 00:00:00	轻油	精细化工	200.0	237.36	1889.6831	11	
361	JZ140442	2014-04-19 00:00:00	轻油	精细化工	200.0	140.16	1115.8476	7	
362	2945	2014-04-19 00:00:00	液化气	宏源发燃气	24.0	29.02	0.0	1	
363	2943	2014-04-19 00:00:00	丙烷	华锦化学	23.5	23.84	0.0	1	
364	2944	2014-04-19 00:00:00	丙烷	华锦化学	24.0	24.42	0.0	1	
365	2947	2014-04-19 00:00:00	丙烷	桥盛隆	23.5	23.04	0.0	1	
366	2946	2014-04-19 00:00:00	丙烷	沈阳双燃	22.0	22.22	0.0	1	
367	jz140443	2014-04-20 00:00:00	轻油	精细化工	100.0	134.0	1066.7911	6	
368	jz140444	2014-04-20 00:00:00	轻油	精细化工	260.0	234.12	1863.8341	11	
369	2949	2014-04-20 00:00:00	丙烷	华锦化学	24.0	23.96	0.0	1	
370	2950	2014-04-20 00:00:00	丙烷	华锦化学	23.5	23.98	0.0	1	
371	2948	2014-04-20 00:00:00	丙烷	桥盛隆	24.0	24.06	0.0	1	
388	jz140445	2014-04-21 00:00:00	轻油	精细化工	260.0	233.58	1857.2303	11	
389	jz140446	2014-04-21 00:00:00	轻油	精细化工	100.0	133.94	1064.9672	6	
390	2955	2014-04-21 00:00:00	丁烷	爱军化工	24.0	25.52	0.0	1	
391	2952	2014-04-21 00:00:00	丙烷	华锦化学	24.0	24.1	0.0	1	
392	2953	2014-04-21 00:00:00	丙烷	华锦化学	23.5	23.98	0.0	1	
393	2951	2014-04-21 00:00:00	丙烷	桥盛隆	24.0	24.38	0.0	1	
394	2954	2014-04-21 00:00:00	丁烷	雄县东宏	27.5	28.92	0.0	1	
395	2956	2014-04-21 00:00:00	丙烷	盐山县金燕	15.0	14.84	0.0	1	
396	2959	2014-04-22 00:00:00	丙烷	宏源发燃气	24.0	24.5	0.0	1	
397	2961	2014-04-22 00:00:00	丙烷	华锦化学	23.5	23.66	0.0	1	
398	2960	2014-04-22 00:00:00	丙烷	华锦化学	24.0	23.92	0.0	1	
399	2957	2014-04-22 00:00:00	丙烷	沈阳双燃	22.0	21.9	0.0	1	
400	2958	2014-04-22 00:00:00	丁烷	雄县东宏	27.5	29.28	0.0	1	
401	2962	2014-04-22 00:00:00	丁烷	盐山县金燕	24.0	29.0	0.0	1	
404	2967	2014-04-23 00:00:00	丁烷	朝顺达	27.5	28.8	0.0	1	
405	2966	2014-04-23 00:00:00	丁烷	朝顺达	20.0	20.96	0.0	1	
406	2965	2014-04-23 00:00:00	丙烷	华锦化学	23.5	24.1	0.0	1	
407	2964	2014-04-23 00:00:00	丙烷	华锦化学	24.0	23.82	0.0	1	
408	2963	2014-04-23 00:00:00	丁烷	雄县东宏	27.5	28.9	0.0	1	
409	jz140448	2014-04-23 00:00:00	轻油	精细化工	100.0	59.02	469.8736	3	
410	jz140447	2014-04-23 00:00:00	轻油	精细化工	200.0	234.0	1862.8907	11	
411		2014-04-24 00:00:00	轻油	精细化工	200.0	197.02	1568.4885	9	
412		2014-04-24 00:00:00	轻油	精细化工	200.0	233.96	1862.5762	11	
413		2014-04-24 00:00:00	丁烷	宏源发燃气	27.5	28.02	0.0	1	
414		2014-04-24 00:00:00	丁烷	雄县东宏	27.5	29.54	0.0	1	
415		2014-04-24 00:00:00	丙烷	华锦化学	24.0	23.8	0.0	1	
416		2014-04-24 00:00:00	丙烷	华锦化学	23.5	23.96	0.0	1	
428		2014-04-25 00:00:00	轻油	精细化工	200.0	217.1	1728.3625	11	
429		2014-04-25 00:00:00	轻油	精细化工	200.0	180.18	1434.4635	9	
430		2014-04-25 00:00:00	丙烷	华锦化学	23.5	23.82	0.0	1	
431		2014-04-25 00:00:00	丙烷	华锦化学	24.0	24.0	0.0	1	
432		2014-04-25 00:00:00	丙烷	沈阳双燃	22.0	22.18	0.0	1	
440		2014-04-26 00:00:00	轻油	精细化工	220.0	177.1	1409.9353	9	
441		2014-04-26 00:00:00	轻油	精细化工	200.0	221.6	1764.2115	11	
442		2014-04-26 00:00:00	丙烷	宏源发燃气	7.0	7.04	0.0	1	
443		2014-04-26 00:00:00	丙烷	华锦化学	24.0	24.44	0.0	1	
444		2014-04-26 00:00:00	丙烷	华锦化学	23.5	23.76	0.0	1	
445		2014-04-26 00:00:00	丙烷	华锦化学	24.0	23.9	0.0	1	
446		2014-04-26 00:00:00	丁烷	宏源发燃气	20.0	19.44	0.0	1	
452	JZ140456	2014-04-27 00:00:00	轻油	精细化工	100.0	225.14	1790.1235	11	
453	ZJ140455	2014-04-27 00:00:00	轻油	精细化工	200.0	217.56	1729.8091	11	
454		2014-04-27 00:00:00	丙烷	华锦化学	24.0	23.96	0.0	1	
455		2014-04-27 00:00:00	丙烷	华锦化学	24.0	24.4	0.0	1	
456		2014-04-27 00:00:00	丙烷	华锦化学	23.5	23.64	0.0	1	
457	JZ140458	2014-04-28 00:00:00	轻油	精细化工	200.0	139.88	1112.1998	7	
458	JZ140457	2014-04-28 00:00:00	轻油	精细化工	200.0	225.38	1792.0102	11	
459		2014-04-28 00:00:00	丙烷	华锦化学	23.5	24.02	0.0	1	
460		2014-04-28 00:00:00	丙烷	华锦化学	24.0	24.4	0.0	1	
461		2014-04-28 00:00:00	丙烷	华锦化学	24.0	24.08	0.0	1	
462		2014-04-28 00:00:00	丙烷	沈阳双燃	22.0	22.08	0.0	1	
463	JZ140461	2014-04-29 00:00:00	轻油	精细化工	200.0	181.66	1444.4006	9	
464	JZ140460	2014-04-29 00:00:00	轻油	精细化工	200.0	224.98	1788.8027	11	
465		2014-04-29 00:00:00	丙烷	华锦化学	24.0	24.36	0.0	1	
466		2014-04-29 00:00:00	丙烷	华锦化学	23.5	23.88	0.0	1	
467		2014-04-29 00:00:00	丙烷	华锦化学	24.0	23.62	0.0	1	
468		2014-04-29 00:00:00	丙烷	宏源发燃气	8.0	8.16	0.0	1	
469		2014-04-29 00:00:00	丙烷	三辉化工	23.5	23.7	0.0	1	
470		2014-04-29 00:00:00	丁烷	宏源发燃气	27.0	28.82	0.0	1	
471		2014-04-29 00:00:00	丁烷	宏源发燃气	20.0	19.72	0.0	1	
472		2014-04-29 00:00:00	丁烷	雄县东宏	27.5	28.96	0.0	1	
473		2014-04-29 00:00:00	丁烷	盐山县金燕	23.0	23.56	0.0	1	
474	JZ140464	2014-04-30 00:00:00	轻油	精细化工	220.0	77.24	614.1501	4	
